id_contrato;id_trabajador;sexo;edad_inicio;nivel_educativo;ccaa;sector;tamano_empresa;provincia;contratos_previos_empresa;salario_base_mensual;jornada_parcial
11815;183447;Mujer;27;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;50-249;26;14;979,1;0
11816;413746;Mujer;21;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;1-9;35;11;733,1;1
11817;621447;Mujer;18;Postsecundaria;Cataluña;Agricultura;1-9;3;13;770,5;0
11818;312230;Mujer;19;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;41;9;722,5;0
11819;706315;Mujer;21;Postsecundaria;Madrid;Servicios alta cualificación y comercio;250+;32;13;931,5;1
11820;653860;Mujer;22;Primaria o secundaria;Madrid;Hostelería;50-249;36;11;901,6;0
11821;766199;Mujer;24;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;50-249;11;18;681,3;0
11822;536637;Hombre;27;Primaria o secundaria;Resto;Hostelería;10-49;38;11;855,0;1
11823;948321;Mujer;24;Primaria o secundaria;Resto;Hostelería;10-49;28;11;810,7;1
11824;254382;Mujer;25;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;10;15;1078,3;0
11825;764690;Hombre;24;Primaria o secundaria;Resto;Industria y construcción;1-9;1;10;1016,1;0
11826;354307;Hombre;16;Primaria o secundaria;País Vasco;Hostelería;10-49;41;10;697,5;1
11827;922218;Mujer;16;FP superior;Galicia;Servicios alta cualificación y comercio;1-9;48;11;840,7;0
11828;197131;Mujer;21;Primaria o secundaria;Cataluña;Industria y construcción;10-49;21;12;782,3;0
11829;145399;Mujer;23;Primaria o secundaria;Resto;Agricultura;1-9;28;15;863,6;0
11830;130173;Mujer;20;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;1-9;9;10;674,8;0
11831;366054;Hombre;26;Primaria o secundaria;Cataluña;Servicios no de mercado;250+;42;10;874,0;0
11832;717393;Mujer;28;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;1-9;46;15;750,2;0
11833;190997;Hombre;32;Primaria o secundaria;Andalucía;Industria y construcción;1-9;48;16;1150,3;0
11834;661391;Hombre;21;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;25;11;684,3;0
11835;224455;Mujer;24;FP superior;Galicia;Servicios alta cualificación y comercio;10-49;25;13;900,8;0
11836;203374;Hombre;24;Primaria o secundaria;Resto;Servicios no de mercado;1-9;7;15;690,4;0
11837;460332;Hombre;20;Primaria o secundaria;Castilla y León;Servicios no de mercado;10-49;11;8;726,3;0
11838;492718;Mujer;26;Primaria o secundaria;Madrid;Industria y construcción;1-9;37;9;883,8;0
11839;198581;Hombre;18;Primaria o secundaria;Andalucía;Servicios no de mercado;10-49;51;12;791,1;1
11840;537952;Hombre;22;Primaria o secundaria;Cataluña;Industria y construcción;10-49;35;11;909,9;1
11841;383381;Mujer;23;Primaria o secundaria;Cataluña;Hostelería;1-9;37;12;1003,9;0
11842;837382;Mujer;23;Primaria o secundaria;C. Valenciana;Hostelería;10-49;9;13;796,7;1
11843;728977;Hombre;23;Postsecundaria;Castilla-La Mancha;Servicios no de mercado;10-49;21;19;830,7;1
11844;619933;Hombre;31;Postsecundaria;Galicia;Industria y construcción;50-249;7;9;1134,4;0
11845;630963;Hombre;22;Primaria o secundaria;Andalucía;Servicios no de mercado;10-49;34;12;730,8;1
11846;416543;Hombre;22;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;25;11;812,6;0
11847;702105;Hombre;22;Postsecundaria;Cataluña;Hostelería;50-249;48;9;961,2;0
11848;801600;Mujer;29;Primaria o secundaria;Andalucía;Servicios no de mercado;1-9;51;12;1086,0;0
11849;579664;Hombre;29;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;50-249;18;8;898,6;0
11850;943857;Mujer;26;Primaria o secundaria;Resto;Servicios no de mercado;1-9;49;14;640,2;0
11851;583263;Hombre;19;Postsecundaria;Cataluña;Agricultura;10-49;2;16;793,5;0
11852;115750;Hombre;23;Postsecundaria;Galicia;Industria y construcción;10-49;24;13;926,8;0
11853;620443;Mujer;19;Primaria o secundaria;Resto;Hostelería;1-9;42;11;919,2;1
11854;278757;Hombre;19;Primaria o secundaria;Resto;Industria y construcción;10-49;51;13;852,9;0
11855;506176;Hombre;18;Primaria o secundaria;C. Valenciana;Industria y construcción;1-9;38;8;783,5;0
11856;805425;Hombre;22;Primaria o secundaria;Cataluña;Servicios no de mercado;10-49;42;6;794,7;0
11857;636237;Hombre;28;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;51;9;878,0;1
11858;764142;Hombre;29;Primaria o secundaria;Cataluña;Hostelería;1-9;21;9;1118,7;1
11859;434107;Hombre;26;Primaria o secundaria;Cataluña;Hostelería;10-49;11;18;985,5;0
11860;142334;Mujer;21;Primaria o secundaria;Resto;Servicios no de mercado;10-49;50;12;670,0;0
11861;637061;Mujer;27;Primaria o secundaria;Madrid;Industria y construcción;1-9;8;19;943,4;0
11862;889973;Hombre;23;Primaria o secundaria;Madrid;Hostelería;10-49;24;11;680,5;0
11863;745403;Hombre;23;Primaria o secundaria;Andalucía;Hostelería;1-9;42;12;893,0;1
11864;766348;Hombre;22;Postsecundaria;Madrid;Servicios no de mercado;1-9;13;10;858,9;0
11865;194129;Mujer;26;Postsecundaria;Andalucía;Industria y construcción;10-49;14;14;1022,4;0
11866;775627;Mujer;17;Postsecundaria;Cataluña;Servicios no de mercado;10-49;51;12;781,9;0
11867;653724;Hombre;16;Postsecundaria;Madrid;Agricultura;1-9;38;9;720,9;0
11868;758937;Hombre;25;Primaria o secundaria;Castilla-La Mancha;Hostelería;1-9;12;8;927,2;1
11869;927133;Hombre;18;Primaria o secundaria;País Vasco;Servicios alta cualificación y comercio;1-9;18;8;646,1;0
11870;858749;Hombre;31;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;9;20;1037,1;0
11871;714416;Hombre;21;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;10-49;43;13;760,3;0
11872;909355;Hombre;27;Primaria o secundaria;Cataluña;Agricultura;1-9;28;16;724,5;0
11873;260311;Hombre;32;Postsecundaria;Resto;Hostelería;10-49;51;14;1045,5;0
11874;289377;Mujer;25;Primaria o secundaria;Resto;Agricultura;50-249;15;15;743,5;1
11875;201048;Hombre;20;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;28;9;724,4;1
11876;858005;Mujer;26;Primaria o secundaria;Madrid;Industria y construcción;1-9;7;14;1125,2;1
11877;597483;Mujer;25;Primaria o secundaria;Galicia;Servicios no de mercado;10-49;40;11;881,8;0
11878;201917;Mujer;17;Primaria o secundaria;Castilla y León;Servicios no de mercado;1-9;18;7;711,6;0
11879;847277;Mujer;20;FP superior;Resto;Industria y construcción;10-49;41;9;886,6;1
11880;115736;Hombre;29;Primaria o secundaria;C. Valenciana;Hostelería;250+;12;9;1050,8;1
11881;391732;Mujer;28;Primaria o secundaria;Madrid;Hostelería;1-9;6;13;882,6;0
11882;754530;Hombre;21;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;50-249;40;15;839,5;0
11883;694704;Hombre;22;Primaria o secundaria;Madrid;Servicios no de mercado;1-9;2;20;775,1;1
11884;263759;Hombre;20;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;32;7;1084,5;0
11885;425381;Hombre;32;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;33;9;924,0;0
11886;222397;Hombre;21;Postsecundaria;Resto;Hostelería;10-49;5;16;738,3;1
11887;566804;Hombre;18;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;29;20;768,8;0
11888;385045;Hombre;20;Primaria o secundaria;Andalucía;Hostelería;1-9;17;16;803,6;0
11889;868366;Hombre;24;FP superior;País Vasco;Servicios no de mercado;10-49;35;13;819,9;0
11890;251153;Hombre;16;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;22;10;725,2;0
11891;406279;Hombre;17;Primaria o secundaria;Madrid;Agricultura;10-49;13;9;738,1;0
11892;270304;Hombre;22;Primaria o secundaria;Resto;Servicios no de mercado;10-49;37;7;704,3;0
11893;894820;Hombre;26;Postsecundaria;Resto;Servicios alta cualificación y comercio;1-9;28;16;893,3;0
11894;727817;Mujer;18;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;1-9;14;10;839,1;0
11895;298403;Mujer;19;Postsecundaria;Resto;Industria y construcción;50-249;49;10;862,0;1
11896;201077;Mujer;23;Primaria o secundaria;Galicia;Hostelería;1-9;49;7;700,4;1
11897;262679;Mujer;26;Postsecundaria;Cataluña;Hostelería;10-49;36;7;975,0;1
11898;639879;Mujer;34;FP superior;Galicia;Servicios alta cualificación y comercio;50-249;6;8;1125,7;1
11899;758239;Hombre;31;Primaria o secundaria;Cataluña;Agricultura;50-249;44;14;1069,1;0
11900;906679;Hombre;24;Primaria o secundaria;Madrid;Hostelería;50-249;4;15;708,4;0
11901;295105;Mujer;28;Postsecundaria;C. Valenciana;Hostelería;10-49;39;15;1127,8;0
11902;215866;Hombre;21;Primaria o secundaria;Andalucía;Servicios no de mercado;1-9;36;14;668,6;1
11903;854878;Hombre;20;Primaria o secundaria;País Vasco;Servicios no de mercado;50-249;22;17;746,8;1
11904;354892;Mujer;23;Postsecundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;10-49;11;10;1082,2;0
11905;568707;Hombre;26;Primaria o secundaria;Madrid;Hostelería;1-9;52;10;844,9;0
11906;446783;Hombre;27;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;41;8;809,1;0
11907;501748;Hombre;27;Primaria o secundaria;Resto;Industria y construcción;50-249;4;12;1113,3;0
11908;174793;Mujer;24;FP superior;Resto;Hostelería;10-49;11;12;631,4;0
11909;418801;Mujer;16;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;20;18;684,7;0
11910;136545;Mujer;21;Postsecundaria;Andalucía;Hostelería;250+;39;10;849,3;1
11911;111255;Mujer;22;Primaria o secundaria;Madrid;Industria y construcción;10-49;43;14;925,8;1
11912;952590;Hombre;25;Primaria o secundaria;Cataluña;Industria y construcción;1-9;48;10;1027,9;1
11913;855039;Mujer;30;Primaria o secundaria;Andalucía;Servicios no de mercado;50-249;50;9;947,7;0
11914;670764;Mujer;26;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;15;11;939,9;1
11915;551813;Mujer;24;Postsecundaria;Cataluña;Hostelería;10-49;1;12;781,5;1
11916;616572;Mujer;24;Primaria o secundaria;País Vasco;Servicios alta cualificación y comercio;1-9;33;8;863,2;1
11917;848150;Mujer;26;Primaria o secundaria;Cataluña;Servicios no de mercado;1-9;27;23;728,2;1
11918;102667;Mujer;25;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;11;14;828,3;1
11919;590989;Mujer;19;Primaria o secundaria;Cataluña;Servicios no de mercado;10-49;41;8;835,8;1
11920;219538;Hombre;23;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;10-49;49;8;1009,1;0
11921;804822;Hombre;26;Primaria o secundaria;C. Valenciana;Industria y construcción;10-49;33;13;1118,7;0
11922;187997;Hombre;29;Primaria o secundaria;Cataluña;Industria y construcción;1-9;40;18;1041,7;1
11923;980392;Hombre;20;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;21;9;867,9;0
11924;359015;Hombre;22;Primaria o secundaria;Madrid;Hostelería;1-9;20;8;624,6;0
11925;552791;Hombre;25;Postsecundaria;Andalucía;Hostelería;1-9;17;8;1062,4;0
11926;805869;Hombre;20;Postsecundaria;Madrid;Hostelería;1-9;49;12;829,5;0
11927;118334;Mujer;24;Primaria o secundaria;Resto;Hostelería;10-49;47;20;980,7;0
11928;363856;Mujer;20;Primaria o secundaria;País Vasco;Industria y construcción;10-49;30;12;902,0;0
11929;170756;Mujer;23;Primaria o secundaria;Madrid;Industria y construcción;1-9;50;14;772,5;0
11930;711223;Hombre;28;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;28;8;924,9;0
11931;679201;Mujer;31;Primaria o secundaria;Castilla y León;Hostelería;1-9;29;9;689,0;0
11932;907780;Hombre;25;Primaria o secundaria;Resto;Industria y construcción;10-49;37;12;898,7;0
11933;189712;Hombre;25;Postsecundaria;Madrid;Servicios no de mercado;1-9;51;15;1153,8;0
11934;517135;Hombre;20;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;21;12;484,9;0
11935;904950;Mujer;26;Primaria o secundaria;País Vasco;Servicios no de mercado;10-49;46;11;610,1;0
11936;600429;Hombre;21;Primaria o secundaria;Castilla y León;Industria y construcción;1-9;41;10;1041,2;0
11937;712695;Mujer;19;Primaria o secundaria;Cataluña;Industria y construcción;250+;21;22;895,1;1
11938;290017;Mujer;17;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;26;16;859,5;0
11939;245727;Mujer;21;Postsecundaria;Madrid;Hostelería;250+;52;10;820,5;0
11940;355681;Hombre;16;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;16;14;706,0;1
11941;655036;Mujer;23;Postsecundaria;Galicia;Hostelería;10-49;13;10;828,5;0
11942;385757;Hombre;27;Primaria o secundaria;Castilla-La Mancha;Hostelería;1-9;38;12;965,0;0
11943;324463;Mujer;18;Primaria o secundaria;Galicia;Servicios no de mercado;10-49;21;8;658,1;1
11944;137949;Hombre;20;Primaria o secundaria;Madrid;Industria y construcción;250+;36;15;846,1;0
11945;505832;Hombre;23;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;52;16;1037,8;0
11946;263781;Hombre;16;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;10;15;758,2;1
11947;664135;Hombre;20;Primaria o secundaria;Andalucía;Servicios no de mercado;10-49;27;16;801,1;0
11948;367196;Mujer;29;Primaria o secundaria;Castilla-La Mancha;Servicios no de mercado;1-9;12;17;934,4;1
11949;230383;Hombre;26;Primaria o secundaria;Resto;Industria y construcción;1-9;51;14;943,0;0
11950;920888;Mujer;24;Postsecundaria;Andalucía;Servicios no de mercado;1-9;47;12;971,5;0
11951;551047;Hombre;22;Postsecundaria;Cataluña;Industria y construcción;1-9;10;12;1070,5;0
11952;487617;Hombre;28;Primaria o secundaria;Cataluña;Industria y construcción;10-49;21;10;970,5;0
11953;587047;Hombre;29;FP superior;Resto;Hostelería;1-9;24;13;987,2;0
11954;233079;Hombre;26;Primaria o secundaria;País Vasco;Servicios alta cualificación y comercio;50-249;41;19;955,7;1
11955;948368;Hombre;21;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;24;13;902,6;0
11956;143138;Hombre;18;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;37;15;769,9;0
11957;133214;Hombre;32;Primaria o secundaria;Madrid;Servicios no de mercado;10-49;29;12;916,4;0
11958;516534;Hombre;18;Postsecundaria;País Vasco;Servicios alta cualificación y comercio;1-9;12;15;742,3;1
11959;849437;Mujer;26;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;16;13;1037,9;0
11960;342468;Hombre;26;Postsecundaria;Galicia;Servicios alta cualificación y comercio;1-9;39;10;970,8;0
11961;655945;Mujer;21;Primaria o secundaria;Resto;Servicios no de mercado;10-49;31;8;913,2;0
11962;258044;Mujer;26;Primaria o secundaria;C. Valenciana;Industria y construcción;1-9;18;18;1086,5;0
11963;626912;Mujer;27;Primaria o secundaria;Madrid;Industria y construcción;10-49;16;10;955,5;0
11964;880116;Hombre;30;Primaria o secundaria;Resto;Hostelería;1-9;48;9;1059,8;1
11965;720608;Hombre;26;Primaria o secundaria;Andalucía;Industria y construcción;250+;28;11;950,7;0
11966;785561;Hombre;16;Primaria o secundaria;Resto;Hostelería;1-9;41;16;802,7;0
11967;145341;Mujer;20;Postsecundaria;Galicia;Servicios alta cualificación y comercio;10-49;6;17;803,2;0
11968;959615;Mujer;23;Postsecundaria;C. Valenciana;Servicios no de mercado;1-9;39;10;880,0;0
11969;733173;Hombre;22;Postsecundaria;Resto;Servicios alta cualificación y comercio;1-9;11;14;811,6;1
11970;818743;Hombre;22;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;40;15;1005,9;0
11971;529218;Mujer;19;Primaria o secundaria;C. Valenciana;Agricultura;1-9;17;7;972,7;0
11972;536565;Hombre;19;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;50-249;46;13;643,5;0
11973;637310;Hombre;16;Primaria o secundaria;Madrid;Hostelería;1-9;22;16;627,5;0
11974;451148;Mujer;26;Primaria o secundaria;Castilla y León;Industria y construcción;1-9;32;7;807,4;0
11975;281934;Hombre;18;Postsecundaria;Resto;Hostelería;1-9;40;10;745,8;0
11976;854074;Hombre;22;Primaria o secundaria;Madrid;Hostelería;10-49;35;9;853,8;0
11977;772483;Hombre;29;Primaria o secundaria;Resto;Servicios no de mercado;10-49;36;14;829,3;0
11978;795043;Hombre;23;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;18;12;797,9;1
11979;860147;Hombre;23;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;10-49;18;9;840,1;0
11980;478076;Hombre;30;Primaria o secundaria;Andalucía;Hostelería;10-49;40;14;970,5;0
11981;516566;Hombre;26;Primaria o secundaria;Castilla-La Mancha;Hostelería;10-49;15;11;998,3;0
11982;834199;Mujer;21;Primaria o secundaria;Andalucía;Hostelería;1-9;51;12;799,8;0
11983;468902;Hombre;20;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;1-9;12;11;946,5;0
11984;469649;Hombre;20;Primaria o secundaria;Cataluña;Servicios no de mercado;10-49;37;16;725,0;0
11985;409020;Hombre;18;Postsecundaria;Cataluña;Industria y construcción;250+;9;12;882,2;0
11986;784571;Hombre;19;Primaria o secundaria;Andalucía;Servicios no de mercado;1-9;34;14;790,6;0
11987;352711;Hombre;22;Primaria o secundaria;Resto;Servicios no de mercado;1-9;40;14;785,5;0
11988;814359;Hombre;24;Postsecundaria;Resto;Servicios alta cualificación y comercio;1-9;44;6;794,7;0
11989;674155;Mujer;19;Primaria o secundaria;Resto;Hostelería;1-9;29;17;712,7;1
11990;843518;Hombre;29;FP superior;Castilla-La Mancha;Servicios alta cualificación y comercio;1-9;6;8;1099,7;1
11991;186936;Hombre;22;Primaria o secundaria;País Vasco;Servicios alta cualificación y comercio;10-49;42;15;786,1;1
11992;256199;Hombre;28;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;1-9;10;12;946,1;0
11993;735799;Hombre;19;Primaria o secundaria;País Vasco;Hostelería;1-9;3;13;653,4;0
11994;681211;Mujer;25;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;11;9;886,4;1
11995;267845;Hombre;31;Primaria o secundaria;Madrid;Industria y construcción;1-9;41;8;1321,9;0
11996;501019;Mujer;20;Postsecundaria;Madrid;Industria y construcción;1-9;33;11;854,1;0
11997;802031;Mujer;22;Postsecundaria;Resto;Industria y construcción;50-249;29;11;885,9;0
11998;718057;Hombre;26;Primaria o secundaria;Resto;Industria y construcción;1-9;31;12;920,7;0
11999;960153;Mujer;32;Primaria o secundaria;Andalucía;Hostelería;10-49;40;12;875,0;1
12000;749042;Hombre;17;Primaria o secundaria;Cataluña;Hostelería;1-9;27;12;902,6;0
12001;837005;Mujer;25;Postsecundaria;Resto;Servicios no de mercado;50-249;5;13;753,3;0
12002;988846;Hombre;28;Primaria o secundaria;C. Valenciana;Industria y construcción;1-9;36;13;1078,6;0
12003;761985;Hombre;33;Primaria o secundaria;Resto;Servicios no de mercado;1-9;10;7;1038,5;1
12004;209874;Hombre;24;Primaria o secundaria;Cataluña;Industria y construcción;1-9;2;8;851,9;0
12005;231192;Mujer;26;Primaria o secundaria;Castilla-La Mancha;Agricultura;10-49;44;4;608,0;0
12006;169724;Hombre;21;FP superior;Andalucía;Agricultura;1-9;6;12;894,2;0
12007;166591;Mujer;25;Primaria o secundaria;Cataluña;Hostelería;50-249;24;14;735,5;0
12008;857767;Hombre;16;Postsecundaria;País Vasco;Servicios alta cualificación y comercio;10-49;48;11;679,2;0
12009;207278;Hombre;25;Primaria o secundaria;Madrid;Hostelería;1-9;9;11;854,3;1
12010;218932;Mujer;29;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;1-9;34;15;878,8;0
12011;336835;Hombre;22;Primaria o secundaria;País Vasco;Industria y construcción;10-49;34;11;818,8;1
